gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,Churn
1,0.0,1,1,0.0277777777777777,1,0,0.0194029850746268,0.0018373855967458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960916786111063,0.1267299313850972,0
1,0.0,1,0,0.0555555555555555,1,0,0.3164179104477611,0.0185471942313025,0.0,0.3566297847903865,1.0,0.9999999999999998,1.0,0.2184069690682171,1.0,1.0,1.0,0.1267299313850972,1
1,0.0,1,1,0.3333333333333333,1,1,0.0253731343283581,0.0520939262272349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960916786111063,0.0,0
0,0.0,0,0,0.0277777777777777,1,1,0.7179104477611941,0.0172587131367292,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,1
1,0.0,1,1,0.0972222222222222,0,1,0.1616915422885572,0.0300915226033096,0.1854184844400084,0.3566297847903865,0.2118769472739246,0.9999999999999998,1.0,0.2184069690682171,1.0,1.0,1.0,1.0,1
0,0.0,0,0,0.1527777777777777,1,0,0.017412935323383,0.0223144124988444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960916786111063,0.1267299313850972,0
1,0.0,1,0,0.6666666666666666,1,0,0.0099502487562188,0.0966360820930017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267299313850972,0
0,0.0,0,1,0.0138888888888888,1,0,0.2756218905472637,0.0031316446334473,0.0,0.3566297847903865,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.1267299313850972,1
1,0.0,1,0,0.8333333333333333,1,1,0.0223880597014925,0.1363536562817786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366201037611325,0
1,0.0,0,0,0.9166666666666666,1,0,0.071641791044776,0.194173523157992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960916786111063,0.0366201037611325,0
1,1.0,1,0,1.0,1,0,0.5587064676616916,0.6173037810853287,0.0,0.3566297847903865,0.2118769472739246,0.4307652077672445,0.4659836492899482,0.2184069690682171,0.8430737058446651,1.0,0.0,0.0366201037611325,0
1,0.0,1,1,0.4861111111111111,1,1,0.7109452736318408,0.363634787833965,0.0,1.0,1.0,0.4307652077672445,1.0,0.2184069690682171,0.8430737058446651,1.0,0.1960916786111063,1.0,0
0,0.0,1,0,0.6805555555555555,1,0,0.8074626865671642,0.5785048996949247,0.0,1.0,1.0,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,0
1,0.0,1,0,0.9722222222222222,1,1,0.763681592039801,0.7608451973745031,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,1.0,0.1960916786111063,0.0366201037611325,0
0,0.0,0,0,0.0694444444444444,1,0,0.0189054726368158,0.0114518812979569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1267299313850972,0
0,0.0,0,0,0.3611111111111111,1,1,0.818407960199005,0.2982689285384117,1.0,1.0,1.0,0.9999999999999998,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,1.0,0.0366201037611325,0
1,0.0,0,1,0.125,1,0,0.0213930348258706,0.019096098733475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1267299313850972,0
1,0.0,0,0,0.9583333333333331,1,1,0.9134328358208956,0.8565105851899787,1.0,1.0,0.2118769472739246,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,0.0,0.0,0
0,0.0,1,0,0.5555555555555556,1,0,0.381592039800995,0.2727477581584542,1.0,0.3566297847903865,1.0,0.4307652077672445,1.0,1.0,1.0,1.0,1.0,0.0,0
0,0.0,0,0,0.611111111111111,1,1,0.6955223880597016,0.4569601090875473,0.0,1.0,1.0,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,1.0,1.0,0.0,0
1,0.0,0,0,0.0416666666666666,1,1,0.5587064676616916,0.0243482481279467,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1
1,0.0,1,0,0.5694444444444444,1,1,0.5447761194029851,0.3446369141166681,1.0,0.3566297847903865,1.0,0.9999999999999998,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,0.1960916786111063,1.0,1
0,0.0,1,1,0.125,1,0,0.0149253731343283,0.0221641860035129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267299313850972,0
0,0.0,1,1,0.6527777777777778,1,0,0.453233830845771,0.3453360451141721,0.0,0.3566297847903865,1.0,0.4307652077672445,1.0,0.2184069690682171,1.0,0.8731875917079581,0.0,0.0366201037611325,0
1,0.0,0,0,0.8333333333333333,0,0,0.2124378109452736,0.2779941296107978,0.1854184844400084,0.3566297847903865,0.2118769472739246,0.4307652077672445,0.4659836492899482,1.0,1.0,1.0,0.0,0.0366201037611325,0
0,1.0,1,0,0.3472222222222222,1,1,0.5099502487562189,0.2003559212350929,1.0,0.3566297847903865,0.2118769472739246,0.9999999999999998,1.0,0.2184069690682171,0.8430737058446651,1.0,1.0,0.0,0
1,0.0,0,0,0.9583333333333331,0,1,0.1741293532338308,0.2858232411944161,0.1854184844400084,0.3566297847903865,1.0,0.4307652077672445,0.4659836492899482,1.0,1.0,1.0,0.1960916786111063,0.0366201037611325,0
0,0.0,0,0,0.0694444444444444,1,1,0.7761194029850746,0.0570398446889156,0.0,1.0,1.0,0.4307652077672445,1.0,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,1
1,0.0,0,0,0.611111111111111,1,1,0.9278606965174128,0.5658107608394194,1.0,1.0,0.2118769472739246,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,0
1,0.0,0,0,0.0972222222222222,1,0,0.2552238805970149,0.0299932975871313,0.0,0.3566297847903865,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.1267299313850972,0
1,0.0,1,0,0.0694444444444444,1,1,0.6019900497512437,0.0454435148377553,1.0,1.0,1.0,0.4307652077672445,1.0,1.0,1.0,1.0,1.0,1.0,1
1,0.0,0,0,0.125,0,0,0.3238805970149253,0.0513947952297309,0.1854184844400084,0.3566297847903865,0.2118769472739246,0.9999999999999998,0.4659836492899482,0.2184069690682171,1.0,0.8731875917079581,0.1960916786111063,0.1267299313850972,0
1,0.0,1,1,0.4583333333333333,1,0,0.635323383084577,0.298632938892484,0.0,0.3566297847903865,1.0,0.4307652077672445,0.4659836492899482,0.2184069690682171,0.8430737058446651,0.8731875917079581,0.0,0.0,0
0,0.0,0,0,0.0833333333333333,0,0,0.2661691542288557,0.0323391420911528,0.1854184844400084,0.3566297847903865,1.0,0.9999999999999998,1.0,1.0,0.8430737058446651,0.8731875917079581,1.0,0.0,0
0,0.0,1,0,0.8888888888888888,1,1,0.9243781094527362,0.8013485716927059,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,0.2184069690682171,0.8430737058446651,0.8731875917079581,1.0,1.0,0
0,0.0,1,1,0.0416666666666666,1,0,0.0139303482587064,0.004830359619118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1267299313850972,0
0,0.0,0,0,0.0277777777777777,0,0,0.0621890547263681,0.0031836461126005,0.1854184844400084,0.3566297847903865,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0
1,0.0,0,0,0.2361111111111111,0,1,0.0736318407960198,0.0486907183137653,0.1854184844400084,0.3566297847903865,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.1267299313850972,0
0,0.0,0,0,0.0555555555555555,1,1,0.8218905472636816,0.0439585837108255,1.0,1.0,1.0,0.9999999999999998,1.0,0.2184069690682171,0.8430737058446651,0.8731875917079581,1.0,0.1267299313850972,0
1,0.0,0,1,0.1388888888888889,1,0,0.0651741293532338,0.0236953406674678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,1.0,1,0,0.0972222222222222,1,1,0.5587064676616916,0.0588252288065082,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.1267299313850972,1
0,0.0,1,1,0.0277777777777777,0,0,0.1074626865671641,0.0029929740223721,0.1854184844400084,0.3566297847903865,1.0,0.9999999999999998,1.0,0.2184069690682171,1.0,1.0,1.0,0.0366201037611325,0
1,0.0,0,0,0.3611111111111111,1,0,0.4308457711442786,0.1806300268096514,1.0,0.3566297847903865,0.2118769472739246,0.4307652077672445,1.0,1.0,1.0,1.0,0.1960916786111063,1.0,0
1,0.0,0,0,0.0694444444444444,1,1,0.3731343283582089,0.0286701488397892,0.0,0.3566297847903865,0.2118769472739246,0.9999999999999998,1.0,0.2184069690682171,1.0,1.0,1.0,0.1267299313850972,0
1,0.0,0,0,0.0833333333333333,1,1,0.5059701492537313,0.0480898123324396,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0
0,0.0,1,1,0.7916666666666666,1,0,0.0149253731343283,0.1448183414994915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366201037611325,0
1,0.0,0,0,0.2638888888888889,1,1,0.6616915422885572,0.1887191457890357,1.0,1.0,0.2118769472739246,0.9999999999999998,0.4659836492899482,1.0,1.0,1.0,1.0,1.0,0
0,0.0,1,1,0.7222222222222222,1,1,0.0676616915422885,0.1446103355828788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366201037611325,0
1,0.0,0,0,0.5416666666666666,0,0,0.172139303482587,0.1491055745585652,0.1854184844400084,0.3566297847903865,1.0,0.9999999999999998,0.4659836492899482,0.2184069690682171,1.0,1.0,0.1960916786111063,0.1267299313850972,0
0,1.0,0,0,0.6388888888888888,1,1,0.8577114427860696,0.5598825922159564,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,0
1,1.0,1,0,0.986111111111111,1,1,0.8880597014925372,0.8891906258666913,1.0,1.0,0.2118769472739246,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,0
0,0.0,0,0,0.0138888888888888,1,1,0.3238805970149253,0.0036921050198761,0.0,0.3566297847903865,1.0,0.9999999999999998,1.0,0.2184069690682171,1.0,1.0,1.0,1.0,1
1,0.0,1,0,0.0138888888888888,0,1,0.0517412935323382,0.0005315706757881,0.1854184844400084,0.3566297847903865,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1
1,0.0,0,0,0.0138888888888888,1,0,0.0094527363184079,4.0445594896921285e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1267299313850972,0
0,0.0,1,1,0.2916666666666666,1,1,0.2656716417910448,0.104858093741333,0.0,0.3566297847903865,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0
0,0.0,0,0,0.3194444444444444,1,0,0.6462686567164179,0.2326719515577331,0.0,1.0,1.0,0.4307652077672445,0.4659836492899482,0.2184069690682171,1.0,1.0,1.0,0.0366201037611325,0
1,0.0,0,1,0.375,1,0,0.0144278606965173,0.0566758343348433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,1,0,0.9583333333333331,1,1,0.8850746268656716,0.8433773227327356,1.0,1.0,0.2118769472739246,0.4307652077672445,0.4659836492899482,0.2184069690682171,1.0,0.8731875917079581,0.1960916786111063,0.0,0
1,0.0,1,1,1.0,1,1,0.8741293532338307,0.870129194785985,1.0,1.0,0.2118769472739246,0.4307652077672445,0.4659836492899482,0.2184069690682171,0.8430737058446651,1.0,0.0,0.0,0
0,0.0,0,1,0.1805555555555555,1,1,0.854726368159204,0.1479442081908107,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,0.1960916786111063,0.0,0
0,0.0,0,0,0.7777777777777777,1,1,0.8810945273631839,0.6812829342701303,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,0.1960916786111063,1.0,0
0,1.0,0,0,0.2777777777777778,1,1,0.7547263681592039,0.2037937968013312,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,1.0,1.0,0.8731875917079581,1.0,1.0,1
0,0.0,1,1,0.7222222222222222,1,1,0.3253731343283582,0.2995054081538319,0.0,0.3566297847903865,1.0,0.9999999999999998,0.4659836492899482,1.0,1.0,1.0,0.1960916786111063,0.0366201037611325,0
1,0.0,1,1,1.0,1,0,0.4990049751243781,0.558900342054174,0.0,0.3566297847903865,0.2118769472739246,0.4307652077672445,1.0,0.2184069690682171,0.8430737058446651,1.0,0.0,0.0366201037611325,0
1,1.0,0,0,0.0555555555555555,0,1,0.0691542288557213,0.0096664971803642,0.1854184844400084,0.3566297847903865,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.0366201037611325,1
0,0.0,0,0,0.1388888888888889,1,0,0.3278606965174129,0.0553989091245262,0.0,0.3566297847903865,1.0,0.4307652077672445,1.0,1.0,1.0,1.0,1.0,1.0,0
0,0.0,0,0,0.375,1,1,0.7696517412935323,0.2977258019783673,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.8430737058446651,0.8731875917079581,1.0,0.0366201037611325,0
1,0.0,1,0,1.0,1,1,0.8950248756218905,0.9038723768142738,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,0.2184069690682171,0.8430737058446651,0.8731875917079581,0.0,1.0,0
1,0.0,0,0,0.0138888888888888,1,1,0.5208955223880596,0.0059801701026162,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.1267299313850972,0
0,0.0,1,1,0.986111111111111,1,0,0.4557213930348258,0.5170160395673477,0.0,0.3566297847903865,0.2118769472739246,0.4307652077672445,0.4659836492899482,0.2184069690682171,1.0,1.0,0.0,0.0,0
1,0.0,0,0,0.1527777777777777,1,1,0.4243781094527362,0.0773839789220671,0.0,0.3566297847903865,1.0,0.4307652077672445,0.4659836492899482,0.2184069690682171,1.0,1.0,1.0,1.0,0
0,1.0,1,0,0.611111111111111,1,1,0.6656716417910448,0.4219804474438383,0.0,1.0,0.2118769472739246,0.4307652077672445,1.0,0.2184069690682171,1.0,1.0,1.0,1.0,0
0,0.0,1,1,0.5833333333333333,1,1,0.5940298507462687,0.388872839049644,0.0,1.0,1.0,0.9999999999999998,1.0,1.0,0.8430737058446651,1.0,1.0,0.0,1
0,1.0,0,0,0.0416666666666666,1,0,0.5651741293532337,0.0212686049736525,0.0,1.0,1.0,0.9999999999999998,0.4659836492899482,1.0,1.0,1.0,1.0,0.1267299313850972,0
0,0.0,1,0,0.861111111111111,1,1,0.8268656716417909,0.7102073125635573,1.0,1.0,1.0,0.9999999999999998,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,0
0,0.0,1,1,0.9027777777777776,1,1,0.0701492537313432,0.1998821299805861,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366201037611325,0
1,0.0,1,1,0.4305555555555555,1,0,0.3592039800995025,0.1881471295183507,0.0,0.3566297847903865,1.0,0.9999999999999998,0.4659836492899482,0.2184069690682171,1.0,1.0,1.0,0.1267299313850972,0
0,0.0,0,0,1.0,1,0,0.6800995024875621,0.7316781455116945,1.0,0.3566297847903865,1.0,0.4307652077672445,0.4659836492899482,0.2184069690682171,0.8430737058446651,0.8731875917079581,0.0,0.0366201037611325,0
0,0.0,0,0,0.1527777777777777,0,1,0.2203980099502487,0.046656882684663,0.1854184844400084,0.3566297847903865,1.0,0.4307652077672445,0.4659836492899482,0.2184069690682171,1.0,1.0,0.1960916786111063,0.0,0
1,0.0,1,0,0.4027777777777777,1,1,0.672139303482587,0.2798141813811592,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,1.0,1.0,1.0,1.0,1.0,0
0,0.0,0,1,0.2222222222222222,1,1,0.0104477611940298,0.0394633447351391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960916786111063,0.0366201037611325,0
0,1.0,1,0,0.5277777777777778,1,1,0.564179104477612,0.3294582601460663,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.0366201037611325,1
0,0.0,1,0,0.875,1,1,0.6263681592039801,0.571582925025423,1.0,1.0,1.0,0.9999999999999998,1.0,0.2184069690682171,1.0,1.0,0.1960916786111063,0.0,0
1,0.0,0,0,0.986111111111111,1,1,0.8935323383084576,0.8682282518258296,1.0,1.0,0.2118769472739246,0.9999999999999998,0.4659836492899482,0.2184069690682171,0.8430737058446651,0.8731875917079581,0.0,1.0,1
1,0.0,1,0,0.3333333333333333,1,1,0.8238805970149253,0.2742153554589997,1.0,1.0,1.0,0.9999999999999998,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,1
0,0.0,0,0,0.0416666666666666,1,0,0.7676616915422886,0.0316977905149302,0.0,1.0,1.0,0.4307652077672445,1.0,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,0
1,0.0,1,0,0.1666666666666666,1,0,0.0154228855721393,0.0211934917259868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960916786111063,0.0366201037611325,0
1,0.0,1,1,0.4861111111111111,1,0,0.0134328358208955,0.077204862716095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267299313850972,0
0,0.0,1,1,1.0,1,1,0.5213930348258707,0.5769044097254321,0.0,0.3566297847903865,0.2118769472739246,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,1.0,0.0,0.0,0
0,0.0,1,1,0.2361111111111111,1,1,0.8552238805970148,0.1992985578256448,1.0,1.0,0.2118769472739246,0.9999999999999998,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,1.0,1.0,1
1,0.0,0,1,0.3472222222222222,1,0,0.0253731343283581,0.051001895165018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1267299313850972,0
0,0.0,1,0,0.7638888888888888,1,1,0.5920398009950248,0.5130003697882961,1.0,1.0,1.0,0.9999999999999998,0.4659836492899482,1.0,1.0,1.0,1.0,1.0,1
1,1.0,1,0,0.7083333333333333,1,1,0.7502487562189055,0.5570282888046593,1.0,1.0,0.2118769472739246,0.9999999999999998,0.4659836492899482,1.0,1.0,0.8731875917079581,0.1960916786111063,0.0366201037611325,0
1,0.0,1,0,0.375,1,0,0.0129353233830845,0.0579758713136729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366201037611325,0
0,0.0,0,0,0.0416666666666666,1,1,0.4512437810945273,0.0158084496625681,1.0,0.3566297847903865,1.0,0.9999999999999998,1.0,0.2184069690682171,0.8430737058446651,1.0,1.0,1.0,1
0,0.0,1,1,0.2222222222222222,1,1,0.6139303482587065,0.1443445502449847,1.0,1.0,1.0,0.4307652077672445,1.0,1.0,1.0,1.0,1.0,0.0,0
1,0.0,1,1,0.4166666666666666,1,1,0.7577114427860697,0.3258586022002403,1.0,1.0,0.2118769472739246,0.4307652077672445,1.0,1.0,0.8430737058446651,1.0,1.0,1.0,1
0,0.0,0,0,0.1388888888888889,1,1,0.7621890547263681,0.1080012942590366,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,1.0,1.0,0.8731875917079581,1.0,1.0,1
0,0.0,0,0,0.2916666666666666,1,1,0.417910447761194,0.1432351853563834,0.0,0.3566297847903865,0.2118769472739246,0.9999999999999998,0.4659836492899482,0.2184069690682171,1.0,1.0,0.1960916786111063,1.0,0
0,1.0,1,0,0.8055555555555555,1,1,0.7915422885572139,0.6286343255985948,1.0,1.0,1.0,0.4307652077672445,1.0,1.0,0.8430737058446651,0.8731875917079581,0.1960916786111063,0.0366201037611325,0
0,0.0,0,0,0.8333333333333333,0,0,0.3517412935323383,0.3718914671350651,0.1854184844400084,0.3566297847903865,0.2118769472739246,0.9999999999999998,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,0.0,1.0,0
1,1.0,0,0,0.0277777777777777,1,1,0.2631840796019901,0.008649579365813,0.0,0.3566297847903865,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1
0,0.0,1,0,0.6527777777777778,1,1,0.8009950248756219,0.521730840343903,1.0,1.0,0.2118769472739246,0.4307652077672445,0.4659836492899482,1.0,0.8430737058446651,1.0,1.0,1.0,1
0,0.0,1,0,0.736111111111111,1,1,0.9308457711442784,0.6691897013959508,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,0.2184069690682171,0.8430737058446651,0.8731875917079581,0.1960916786111063,0.0366201037611325,0
1,0.0,1,1,0.9305555555555556,0,0,0.3248756218905472,0.3770453915133586,0.1854184844400084,0.3566297847903865,0.2118769472739246,0.9999999999999998,1.0,1.0,0.8430737058446651,0.8731875917079581,0.0,0.0,0
0,0.0,0,0,0.8888888888888888,1,1,0.917910447761194,0.814736063603587,1.0,1.0,1.0,0.4307652077672445,0.4659836492899482,0.2184069690682171,0.8430737058446651,0.8731875917079581,0.0,0.0,0
0,1.0,0,0,0.0555555555555555,1,1,0.7024875621890546,0.0408616067301469,1.0,1.0,1.0,0.9999999999999998,0.4659836492899482,1.0,1.0,0.8731875917079581,1.0,1.0,1
0,1.0,0,0,0.3194444444444444,1,1,0.607960199004975,0.2099068595728945,1.0,1.0,1.0,0.9999999999999998,0.4659836492899482,1.0,1.0,1.0,1.0,0.1267299313850972,0
1,1.0,1,0,0.4583333333333333,1,1,0.8194029850746268,0.3757280207081445,1.0,1.0,1.0,0.4307652077672445,1.0,1.0,0.8430737058446651,0.8731875917079581,1.0,0.0366201037611325,0
0,0.0,0,0,0.0138888888888888,1,1,0.3646766169154228,0.0041658962743829,0.0,0.3566297847903865,0.2118769472739246,0.4307652077672445,1.0,1.0,1.0,1.0,1.0,1.0,1
1,0.0,1,1,0.8055555555555555,1,1,0.5666666666666667,0.4948171859110659,0.0,0.3566297847903865,1.0,0.4307652077672445,1.0,0.2184069690682171,0.8430737058446651,0.8731875917079581,0.1960916786111063,0.0,0
1,0.0,1,0,0.5972222222222222,1,1,0.6164179104477612,0.4117072663400203,1.0,0.3566297847903865,0.2118769472739246,0.9999999999999998,0.4659836492899482,1.0,0.8430737058446651,0.8731875917079581,0.1960916786111063,1.0,0
